,links,dates,header,body
132,https://www.nanaimobulletin.com/opinion/letter-to-the-editor-province-should-scrutinize-for-profit-care-model/,"Mar 2, 2020",LETTER TO THE EDITOR: Province should scrutinize for-profit care model,"To the editor,Re:For-profit senior care homes spend less on staff, B.C. advocate says, Feb. 4.I am a registered nurse with 42 years’ experience. In recent years I have become increasingly disturbed and angry as I’ve witnessed our health care system transformed for the benefit of private interests.The recent report by B.C. Seniors Advocate Isobel Mackenzie confirms what those of us on the front line have long known, that the aim of for-profit care homes is to make money by cutting care. What does it say of our leaders and their communication experts that they continue to tout for-profit care and spread the lie that privatization serves our interests? The spinelessness, buck-passing and sheer ignorance of our elected politicians is unbelievable.As any health professional understands, it’s sometimes necessary to scrub a wound for the best health outcome. Today, as a society we must scrub out the delusion that our political representatives will willingly challenge the status quo. Successive Liberal and NDP governments have shown greater loyalty to corporate interests than to our vulnerable elderly, and it’s up to us to hold them to account.Compassion is the highest intelligence, encompassing intellectual, emotional, social and spiritual intelligence. We must uncover the dehumanizing wounds that are being inflicted on our defenceless elderly. We must remove the delusional infection that health care profiteering is okay. Where is the moral compass of our health administrators and their spin-doctors? Take the profit out of health care. Tending to the elderly is a calling to care, not a get-rich plan.Eleanor Jenkins, SecheltRELATED:B.C. seniors’ advocate at Nanaimo forum calls for more transparency at care homesRELATED:B.C. seniors’ watchdog calls for better oversight after recent problems at care homesThe views and opinions expressed in this letter to the editor are those of the writer and do not reflect the views of Black Press or the Nanaimo News Bulletin. If you have a different view, we encourage you to write to us or contribute to the discussion below.Seniorshttps://www.nanaimobulletin.com/opinion/letter-to-the-editor-province-should-scrutinize-for-profit-care-model/"
133,https://www.nanaimobulletin.com/sports/registration-opens-soon-for-bc-55-games-in-richmond/,"Feb 16, 2020",Registration opens soon for BC 55+ Games in Richmond,"That gold medal you’ve dreamed about could be on your horizon.The 2020 55+ Games have been officially scheduled for Sept. 15 to 19 in Richmond and the Richmond Host Society is working hard to build on the success of last year’s event, which featured more than 4,000 participants. Participant registration opens on March 1.A diverse range of individual and team sports and games includes 8-ball, archery, badminton, bocce, bridge, carpet bowling, cribbage, darts, dragon boat racing, five-pin bowling, floor curling, golf, hockey and horseshoes.There’s also ice curling, karate, lawn bowling, pickleball, slo-pitch, snooker, soccer, swimming, table tennis, track and field, trapshooting and whist.READ ALSO:55+ BC Games coming to Abbotsford in 2022“A century ago, ‘The Roaring Twenties’ was the dawn of a new age,” Jim Lamond, president of the Richmond 2020 55+ BCD Games Society said in a media release. “Welcome in a new era of innovation, opportunity and excitement. Feel the sheer joy of living life to the full. Come play in Richmond’s superb sports facilities in a supportive, diverse community. We welcome all of B.C. to come and enjoy the roaring Twenties.”The 55+ BC Games, which are presented annually to different communities by the BC Games Senior Society, were also hosted by Richmond in 2009, with more than 3,800 people participating. The Games are an important part of the B.C. sports system and the largest annual multi-sport gathering in the province, Lamond said. They also provide an opportunity to celebrate sport and active living with other participants from throughout the province, as well as highlight the hospitality of the host city.“The 55+ BC Games is a fantastic event that gives older adults the chance to get together and compete against people in their age class,” said Lisa Beare, Minister of Tourism, Arts and Culture. “I’m proud our government supports these Games, which inspire people to pursue life-long physical activity. With thousands of participants and spectators, the Games will also bring great tourism and economic benefits to the City of Richmond.”More than 1,200 volunteers are required to stage and deliver the Games, which attracts about 3,600 participants a year.For more information on the event or to register, visit55plusbcgames.org.Check out55plusbcgames.org/richmond2020richmond-volunteerfor more information on volunteering.rick.stiebel@goldstreamgazette.comLike us onFacebookand follow us onTwitterSeniorshttps://www.nanaimobulletin.com/sports/registration-opens-soon-for-bc-55-games-in-richmond/"
134,https://www.nanaimobulletin.com/news/report-highlights-need-for-more-publicly-funded-assisted-living-units-for-b-c-seniors/,"Feb 5, 2020",Report highlights need for more publicly funded assisted living units for B.C. seniors,"A group of policy researchers is calling on the B.C. government to fund more affordable assisted living units for seniors in a new study shedding light on a decline of publicly subsidized units despite the number of seniors in B.C. growing.According to The Canadian Centre for Policy Alternatives, B.C. added 105 subsidized units between 2008 and 2017 while privately owned seniors’ homes added 1,130 private pay units in the same time period. Assisted living is a type of supportive housing for people with moderate levels of disability who can direct their own care but need daily personal assistance in order to live independently, such as help getting dressed and bathing or assistance taking medications.Average annual rents for those private units range from just over $24,000 for an assisted living bachelor suite to more than $36,000 for a one bedroom, plus a myriad of additional fees for extra services and supplies not included in the basic monthly charge, according to report author Andrew Longhurst.Meanwhile, the median income for a single senior in the province is roughly $27,600.“Without access to subsidized assisted living, seniors who can’t afford to pay privately may go without care altogether or wait until their health deteriorates to the point of requiring a nursing home or hospitalization,” Longhurst said in a news release Wednesday.ALSO READ:Union pleas for province to act on nursing home takeover by Chinese government“This situation does not serve seniors or our public health care system well at all.”When compared to the growing population of seniors aged 75 years and older in B.C., the province saw a 17 per cent drop in the number of subsidized assisted living units between 2008 and 2017.In 2008, there were 4,393 publicly subsidized units for slightly more than 298,000 seniors in the province, or a rate of 14.7 per 1,000 seniors. But by 2017, according to the report, there were 4,485 units for roughly 367,000 seniors – a rate of 12.2.Region-by-region, four of the five health authorities saw declines during this time, including Vancouver Coastal Health (25 per cent decline), Fraser Health (19 per cent decline), Vancouver Island Health (17 per cent decline) and Interior Health (11 per cent decline).Vancouver Coastal Health had the lowest level of access with just 10 units per 1,000 seniors. Meanwhile, Northern Health saw a marginal increase in the number of units, at five per cent.Longhurst said another key concern is the rise in international companies owning seniors’ care facilities. Currently, the provincial government does not limit how much private operators can charge.“Allowing assisted living facilities to be treated as financial commodities is at odds with the basic social purpose of providing care to vulnerable seniors,” he said.“The absence of public capital investments to enable health authorities and non-profits to develop new spaces means very few new publicly subsidized assisted living facilities are being built. The private-pay market has benefited as a result.”The Canadian Centre for Policy Alternatives’s report makes two recommendations to the province: Increase government funding to open more assisted living units and implement detailed, public disclosure of all assisted living units including the cost, ownership and quality of services.The province is expected to unveil their next budget later this month. Black Press Media has reached out to the health ministry for comment.@ashwadhwanihttps://www.nanaimobulletin.com/news/report-highlights-need-for-more-publicly-funded-assisted-living-units-for-b-c-seniors/"
135,https://www.nanaimobulletin.com/news/for-profit-senior-care-homes-spend-less-on-staff-b-c-advocate-says/,"Feb 4, 2020","For-profit senior care homes spend less on staff, B.C. advocate says","For-profit senior care facilities in B.C. spend 49 per cent of revenues on direct care, compared to 59 per cent for non-profit care homes contracted to the provincial health ministry, B.C.’s Seniors Advocate Isobel Mackenzie says in a new report.The performance audit is the first formal examination of contracted care since NDP MLA Adrian Dix was appointed health minister in 2017 and tackled the sector’s labour relations and care delivery standards.Mackenzie found that with $1.3 billion in contracts in place with B.C. health regions, there is insufficient reporting to compare “management fees, head office allocation and some administrative costs.”Reporting of direct care hours depends on “self-reported unaudited expense reports prepared by the care home operators, with no ability to verify the reported worked hours,” Mackenzie said as she released the report, entitledA Billion Reasons to Care, Tuesday.Despite the reporting gaps, Mackenzie was able to calculate that not-for-profit homes spend an average of $10,000 or 24 per cent more per year on care for each resident. For-profit care homes “failed to deliver 207,000 funded direct care home hours” during the survey period, while not-for-profit operators “exceeded direct care hour targets by delivering an additional 80,000 hours of direct care beyond what they were publicly funded to deliver,” the report finds.The report says the difference in spending is partly due to care aide wages in for-profit care homes, where they can be paid as much as 28 per cent or $6.63 per hour less than the industry standard.RELATED:B.C. seniors need better vaccine protection, advocate saysRELATED:Seniors Advocate finds holes in B.C. home supportBringing care home delivery hours up to the province’s own standard has been a major focus for Dix, along with expanding care provided directly by regional health authorities.Currently 33 per cent of publicly funded long-term care beds are operated by B.C.’s regional health authorities. For-profit contractors operate 35 per cent, and not-for-profit societies are responsible for the other 32 per cent.The budget for long-term care services in B.C. is about $2 billion per year, with $1.3 billion of that spent in the contracted sector.@tomfletcherbctfletcher@blackpress.caLike us onFacebookand follow us onTwitter.https://www.nanaimobulletin.com/news/for-profit-senior-care-homes-spend-less-on-staff-b-c-advocate-says/"
136,https://www.nanaimobulletin.com/life/creating-community-with-micky-fleming/,"Oct 30, 2019",Creating community with Micky Fleming,"– Story by Darcy Nybo Photography by Don DentonMicky Fleming, President and CEO of Cherish Living Group, created a community at Cherish at Central Park. She did so because she loves helping others.“Our goal is to create liveable communities for successful aging,” Fleming said. “We take into account all aspects of our residents including mind, body and spirit. The people who come here value independence, dignity and quality of life. It’s our daily goal to ensure that happens.”Fleming got her start in business as a bookkeeper for a lumber company. Once the books were balanced, she’d head outside, hop on a forklift and tidy up the yard. Then she asked if she could tackle the RFPs that came in. She did and the company won the bid. After that her boss let her set up a sales office in in Port McNeill. She was loading a truck with a forklift in the snow one day and dumped the entire load on the ground. It was then she realized she wanted to get more into the business side of things and started the CGA program.In 1982 she met her husband and in 1983 they moved to Calgary. “The first job that got me recognition was with a computer company that had 11 offices across Canada. The promotions started when I fixed their inventory system.” Fleming moved up the ranks to Chief Accountant, then Controller and then CFO.By the fall of 1989 Fleming and her husband moved back to the West Shore. She started a business which morphed into an accounting company which her sister, Dana Adams (also a CPA) now runs.Fleming spent several years analysing company needs and helping them grow. She ended up with a real estate based company where she learned how to do land development. Markets changed and Fleming changed with them.In the early 2000s the Langford Legion asked her what they could do with their property that would generate income. “I did a presentation for senior’s housing and three weeks later they accepted. The community came together, and we built a highly successful residence that, while under our management, boasted a long wait list and very happy customers.”Some years ago Fleming met with the Elders of the Redeemer Lutheran Church. “They approached me about senior’s housing and the hopes of their congregation in a somewhat unique situation. After much research in the USA, Fleming was able to develop a viable business plan that met the criteria of the congregation and the financiers.”In 2012 Fleming and Adams signed the contract with Redeemer and in 2016 they purchased the land.“It took four years to raise the capital and our first resident moved into Cherish at Central Park in November 2017. We are pet friendly and have about 130 people living here now. We wanted an intergenerational residence and got that. The Lutheran Church is inside our building. They own their space and we own ours.”Fleming takes the responsibility of making a difference very seriously. “At Cherish we help people maintain their independence as they age. We get to know everyone who lives here and they get to know each other. We give the people here a voice. We listen as a group. The people who live here get things done. They raise funds for great causes. The self-confidence and sense of purpose that comes with that is very real. Creating this Cherish community is what I was meant to do.”When she’s not working, Fleming likes to unwind in nature. “I love being out on the water and I love the woods. I love flowers that attract hummingbirds and bees.”When asked what advice she would give to others starting out in business, she had this to say: “Take responsibility for what you do and where you go in life. You can’t let your history be an anchor. Anything you put your mind to is possible if you are willing to work for it.”Daily Uniform:Mostly business casual unless I’m working in the garden and I wear jeans.Favourite pair of shoes:Day to day, I love my black slip-ons with a small heel. My absolute favourite are handmade art nouveau Fluevog’s with 6” heels.Must Wear:My wedding rings. The nuggets in them come from my dad’s claim in the Yukon.Favourite watch:Bulova ladies sports watch.Style Icons:Grace Kelly and Judy Dench.Favourite Scent:L’Instant de Guerlain. It’s a nice soft floral scent.Favourite Piece of Jewellery:A Tahitian pearl earring and necklace set. A single pearl with a diamond above it.Necessary beauty item:Comfort Zone Sublime Skin, Caudalie Resveratrol Lift Night Cream and Arbonne RE9 Advance Lifting and Contouring eye cream.https://www.nanaimobulletin.com/life/creating-community-with-micky-fleming/"
137,https://www.nanaimobulletin.com/news/b-c-seniors-advocate-questions-labour-shortage-in-care-homes/,"Feb 20, 2019",B.C. Seniors Advocate questions labour shortage in care homes,"B.C.’s health care budget has the biggest numbers of any provincial government function, but for seniors in residential care, the most important numbers are the small ones.A key one is, do they get one bath per week, or two?The standard for each senior in a provincially funded home is 3.36 hours of care per day, a target Health Minister Adrian Dix has pledged to meet by 2021 by adding operating money and staff to provincial and contracted care homes.Last year’s budget committed extra funds toward that goal, with $48.4 million in the current budget allocated to 183 facilities around the province for care aides, physiotherapists and other support staff. Dix has said that the key is to recruit 1,500 full-time equivalent people, 900 of them care aides, to fill the persistent service gap, after more than 800 care aides moved from part-time to full-time work.After the release of the B.C. budget this week, the problem was highlighted by Mike Klassen, vice president of the B.C. Care Providers Association. He called the ministry’s three-year staff funding commitment “extremely generous,” and noted that Finance Minister Carole James’ new budget adds additional money for training.RELATED:Only 15% of care homes met standard by 2018RELATED:Still too many seniors in care, or at home on drugs“We’re at full employment in B.C. right now, so what we’re seeing is a lot of care providers are really coming up short,” Klassen said. “So seniors are not getting the care they need because of those staffing shortages.”B.C. Seniors’ Advocate Isobel Mackenzie questions that conclusion. She said the latest budget confirms the health ministry’s three-year commitment to reach the care hours target, which was first made by the previous B.C. Liberal government.Mackenzie’s office did some checking in an effort to verify the labour shortage. The Health Employers Association maintains a “difficult-to-fill vacancy report,” and she said care aides are not on the list. And a check of job ads also came up empty.“The other thing that the industry doesn’t really want to talk about, but I think has to be talked about, is the wage differential,” Mackenzie said in an interview with Black Press. “If you’re going to say, ‘I can’t hire anybody but I’m going to pay $19 an hour,’ and down the street they’re paying $24 an hour and they are getting people, I think the solution to your problem is pretty obvious. Pay them 24 bucks an hour.”The Seniors Advocate office has tested results with regular surveys of seniors at home, in assisted living and in residential care, a process Mackenzie intends to expand.“We can say we’re funding a care facility for 3.36 hours, but we can’t verify that’s what they’re providing,” Mackenzie said. “We need a very robust monitoring mechanism in place to make sure that care operators who are receiving funds for care hours are using those to deliver those care hours.”@tomfletcherbctfletcher@blackpress.caLike us onFacebookand follow us onTwitter.BC legislatureSeniorshttps://www.nanaimobulletin.com/news/b-c-seniors-advocate-questions-labour-shortage-in-care-homes/"
138,https://www.nanaimobulletin.com/opinion/letter-seniors-home-care-day-programs-expanding-adrian-dix-says/,"Jan 23, 2019","LETTER: Seniors home care, day programs expanding, Adrian Dix says","Re:Home care declines as B.C. senior population grows(Black Press Media news report, Jan. 9)I would like to respond to Tom Fletcher’s article regarding the Office of the Seniors Advocate Monitoring Report. The report covers the 2017/18 fiscal year, ending March 31, 2018, which predates our government’s seniors plan, and the historic investment made in seniors care in Budget 2018.Our government is investing $1.048 billion over three years to improve care for seniors, including investments in primary care, home health, residential care, assisted living and respite services. The Seniors Advocate Report supports the government’s decision regarding implementing a substantial seniors strategy, and we will be referring to it in measuring the progress our plan.To address the increase in seniors waiting to attend adult day programs we are providing $75 million over the next three years to expand this. As an example, Island Health has planned for 7,400 more spaces. By increasing these spaces, we will help seniors continue living in their homes longer, delay or avoid moving to residential care, and will better support caregivers and give them the relief they need.A total of $240 million is being invested to increase direct care hours for seniors to an average of 3.36 hours per patient per day by 2021. More educational spaces for health-care assistants are being created across B.C. to help support this. And, through the Health Sector Statutes Repeal Act, continuity of care for seniors will improve with improved job security and stability for health care staff.We look forward to working with the Seniors Advocate to monitor and review how these investments in seniors are benefiting them, and to ensure the best of care.Adrian DixB.C. Minister of HealthVictoriaBC legislatureSeniorshttps://www.nanaimobulletin.com/opinion/letter-seniors-home-care-day-programs-expanding-adrian-dix-says/"
139,https://www.nanaimobulletin.com/news/home-care-declines-as-b-c-senior-population-grows-advocate-says/,"Jan 9, 2019","Home care declines as B.C. senior population grows, advocate says","Keeping frail seniors at home has been a priority of B.C. health ministers for years, but delivery of home care and day activity programs to support that declined in 2018, B.C.’s Seniors Advocate says.The number of seniors receiving home support services decreased by 1.4 per cent, despite a four per cent increase in the B.C. population over 65 and a five per cent increase in those over 85, according to the latestsenior services monitoringreport, released Wednesday.Adult day program access also declined by six per cent in 2018, adding up to a 17 per cent drop in program days delivered in the past two years. “Not surprisingly, there is a 23 per cent increase in the wait list,” the report says.“The ability to live as independently as possible for as long as possible depends on a number of key factors,” Seniors Advocate Isobel Mackenzie said. “Appropriate housing, sufficient income, adequate transportation, accessible health care and assistance with personal needs must all be available if seniors are to live safely and with dignity.”Health Minister Adrian Dix added $75 million to the budget for respite care and adult day programs last year, in an effort to ease the pressure on family members supporting seniors in their homes.“The reduction in home support clients is puzzling, as we should be seeing those numbers increase,” Mackenzie said.RELATED:Still too many seniors in care facilities, on drugsRELATED:B.C. making progress on care home staffing, Dix saysRising housing costs have also made it more difficult for seniors to remain at home. Property tax deferrals have risen by 53 per cent in the past four years, with more than 57,000 seniors deferring taxes in 2017-18 and more than $200 million in property taxes paid to municipalities by the province to date.For seniors who rent, there was a seven per cent increase in use of rent subsidies through the Shelter Aid for Elderly Renters program, and a 34 per cent increase in the total subsidies paid.For seniors who need residential care, the average waiting time has improved, with 71 per cent getting admitted to a care facility within 30 days. But the rate varies between regional health authorities, with a low of 45 per cent for Island Health and a high of 90 per cent for the Vancouver Coastal health region.@tomfletcherbctfletcher@blackpress.caLike us onFacebookand follow us onTwitter.BC legislatureSeniorshttps://www.nanaimobulletin.com/news/home-care-declines-as-b-c-senior-population-grows-advocate-says/"
140,https://www.nanaimobulletin.com/opinion/b-c-views-seniors-home-worker-discrimination-finally-ending/,"Nov 11, 2018",B.C. VIEWS: Seniors home worker discrimination finally ending,"This column has been hard on the B.C. NDP government’s favours to big labour in recent weeks.Their union monopoly on public construction is a discriminatory sell-out that will be costing taxpayers for years to come, and the likely elimination of secret ballot votes is another bid to protect unions that are dwindling away in today’s global economy.But this week I’ll offer my appreciation to Health Minister Adrian Dix, who has won a battle he has been fighting for more than a decade, restoring union successor rights for employees of senior care homes and related jobs. This is to end “contract flipping,” where one contractor takes over from another and gets out from under the union agreement, usually with the Hospital Employees’ Union or the B.C. Government Employees’ Union.Here’s how BCGEU president Stephanie Smith explained the problem that has plagued one of the lowest-wage, female-dominated employment groups in the province since 2002:“The practice of contract flipping typically involves mass layoffs and forces workers to re-apply for jobs that they have, in many cases, already been performing for years. When this occurs, existing collective agreements and union representation are not carried over, and contracts offered by the new service provider typically offer lower wages, reduced benefits and weakened rights for employees. In short, contract flipping is a strategy for suppressing wages and weakening employee rights in the workplace.”Dix introduced legislation last week to repeal two provisions that survived the B.C. Liberal government’s long court battle with the HEU, making employees “second class citizens” as contract-flipping continued into this year.“There are care homes such as Inglewood on the North Shore and Nanaimo Seniors Village that have seen their contracts flipped multiple times,” Dix said. “In other words, work is contracted out, the workers come together, they organize a union, they negotiate with the employer, in this case the contractor. Then the contractor is changed, salaries are reduced and they have to go through the process again and again and again.”I recall the bitter debate when this move was made by a newly elected Gordon Campbell government with an overwhelming mandate, the NDP reduced to two East Vancouver seats. One B.C. Liberal MLA noted that under generous contracts signed with the previous NDP government, an HEU employee was entitled to a paid day off to take his or her dog to the veterinarian.No one at that time anticipated the repeated use of contract flipping in senior care homes, just as no one anticipated the sale of Retirement Concepts, a Vancouver-based chain of contract care homes, to a state-linked Chinese company that’s acquiring prime real estate around the world.What the Campbell government should have seen coming was that this crackdown on a ballooning health care budget came at the worst possible time for senior care. Baby boomers are stepping down, and breaking down, in huge numbers, and there aren’t enough people who will take care of them under the working conditions they face.Seniors Advocate Isobel Mackenzie put numbers to it in B.C.’s first comprehensive survey of seniors homes last year. It showed that most don’t meet the province’s standard of just over three hours care per resident, per day. Help in the bathroom is one of the biggest shortages, and Dix estimates that another 900 care aides are needed to reach the standard.Not enough people are willing to do this job, and long-term workers are retiring themselves.Tom Fletcher is B.C. legislature reporter and columnist for Black Press Media. Email:tfletcher@blackpress.ca@tomfletcherbctfletcher@blackpress.caLike us onFacebookand follow us onTwitter.BC legislatureSeniorshttps://www.nanaimobulletin.com/opinion/b-c-views-seniors-home-worker-discrimination-finally-ending/"
141,https://www.nanaimobulletin.com/news/b-c-union-celebrates-end-of-senior-care-contract-flipping/,"Nov 8, 2018",B.C. union celebrates end of senior care ’contract flipping’,"The Hospital Employees’ Union is cheering the B.C. government’s move to repeal legislation that took away union successor rights and allowed care home operators to get out of negotiated employment contracts.Health Minister Adrian Dix introduced legislation Thursday that repeals legislation from 2002 and 2008 exempting care home employer and subcontractors under the B.C. Labour Relations Code, allowing them to avoid successor rights and common employer declarations when operation of a care home shifts from one contractor to another.The legislation led to thousands of care home employees being laid off and then offered their jobs back with reduced wages and benefits, Dix said.Repealing law will stop “contract flipping” in seniors care homes says@adriandix#bcpolipic.twitter.com/nlVXMqris0— Tom Fletcher (@tomfletcherbc)November 8, 2018“Fragmentation of health care delivery, the disruption of care relationships, and more precarious and lower-paid work is the direct result of these mean-spirited laws,” said Jennifer Whiteside, secretary-business manager of the HEU.Dix said Thursday the new provisions will not be implemented immediately, to allow the operators to adjust. Stability is urgently needed to attract more care aides and bring facilities up to the province’s standard of more than three hours per day of personal care per patient, he said.RELATED:Bathing, meal times need work, residential care survey findsCare aides provide “the most important personal care in the life of a senior,” and there are 29,000 currently in government and contracted care facilities, Dix said. With a wave of retirements among workers and a rising tide of elderly baby boomers in B.C., a labour shortage is already being seen in community care, hospitals and seniors homes.After completing a 2017 survey of care home residents and family members, B.C. Seniors Advocate Isobel Mackenzie summed up the message for government regarding seniors who don’t get the provincial standard of care visits, and get only one bath a week: “more staff, more freedom and more conversation.”https://www.nanaimobulletin.com/news/b-c-union-celebrates-end-of-senior-care-contract-flipping/"
142,https://www.nanaimobulletin.com/news/b-c-making-progress-on-senior-care-staffing-adrian-dix-says/,"Sep 25, 2018","B.C. making progress on senior care staffing, Adrian Dix says","More than 800 part-time care aides are moving to full-time by the end of this year, bringing B.C. senior homes closer to the standard of care set by the province a decade ago, Health Minister Adrian Dix says.Dix and Premier John Horgan visited a facility in New Westminster Tuesday to highlight the progress made in one of B.C.’s most intractable health care problems, hiring and retaining enough staff to provide 3.36 hours per day of direct care for frail elderly people in residential care.Premier credits@SrsAdvocateBCfor highlighting gap in residential care. Dix has said BC needs 1,500 more care aides, problem is finding enough people to train and hire for this onerous work#bcpolipic.twitter.com/UmHBlqVB6G— Tom Fletcher (@tomfletcherbc)September 25, 2018Funded with an additional $240 million over three years in the February budget, the target is to add 1,500 full time-equivalent positions, including 900 care aides, 165 registered nurses, 300 licensed practical nurses, and 150 other staf including physiotherapists, social workers, rehabilitation assistants and activity aides.RELATED:Still too many B.C. seniors in residential care, on drugsRELATED:Home care boosted with more respite, senior day programshttps://www.nanaimobulletin.com/news/b-c-making-progress-on-senior-care-staffing-adrian-dix-says/"
143,https://www.nanaimobulletin.com/news/still-too-many-b-c-seniors-in-care-facilities-on-drugs/,"Sep 20, 2018","Still too many B.C. seniors in care facilities, or at home on drugs","B.C. has Canada’s oldest population of seniors still living at home, and more who are in care facilities who would be better supported in their own homes, B.C. Seniors Advocate Isobel Mackenzie says.Mackenzie released herlatest analysisThursday, showing how B.C. senior care stacks up to the rest of Canada. The latest data from the Canadian Institute for Health Information shows that while B.C.’s seniors at home are in general healthier than the national average, there are issues around drug use that Mackenzie is monitoring closely.BC has the ""oldest"" seniors in care at average 80.5, compared to Cdn average of 78.7 says@SrsAdvocateBCin new survey#bcpolipic.twitter.com/ersD8V3TGX— Tom Fletcher (@tomfletcherbc)September 20, 2018In home-based care, the use of antipsychotic drugs without a diagnosis calling for them continues to be a problem in B.C. Mackenzie said one in four home care clients is in this position, although the rate has decreased in the past five years.The rate of antipsychotic prescription for home-based patients is more than 17 per cent above the national average for Canada. The rate has changed little in the past five years, despite Mackenzie’s focus on this problem.In care facilities, the number of residents reporting daily pain is also on the rise in B.C.“We need to be cautious around balancing pain control and use of opioid medications,” Mackenzie said.A likely related issue is that of “caregiver distress,” as family members and others struggle to cope with the needs of seniors with dementia, depression, diabetes and other conditions at home.“The good news is it has gone down 3.2 per cent, but is still up 34 per cent over five years, the second highest in Canada,” Mackenzie said.""we still have the highest percentage of home care clients with a diagnosis of Alzheimer’s disease or other dementia (35.1% compared to 27.7% as the national average).""@SrsAdvocateBC— Tom Fletcher (@tomfletcherbc)September 20, 2018Another theme for the Seniors Advocate office has been the decline in B.C. home care resources to keep seniors at home with adequate supports. Surveys have shown that the vast majority of seniors want to stay in their homes, but they need adequate housekeeping and medical support.Health Minister Adrian Dix has also been struggling with the deficit in care hours per patient in care homes, which is below the government’s target in many cases.Mackenzie said the data show people with cognitive and physical ability to be on their own, or in assisted living residences, are in care facilities. If they can get around with a walker and have sufficient mental ability, they should be supported at home, she said.“Why do we see higher functioning seniors in long-term care,” the report asks.Seniors Advocate full report is here.https://t.co/bTAhtHxE0rAnd these are the challenges for@adriandixand@carolejamesat health budget time#bcpolipic.twitter.com/ijKhJqicd0— Tom Fletcher (@tomfletcherbc)September 20, 2018@tomfletcherbctfletcher@blackpress.caLike us onFacebookand follow us onTwitter.BC legislatureSeniorshttps://www.nanaimobulletin.com/news/still-too-many-b-c-seniors-in-care-facilities-on-drugs/"
144,https://www.nanaimobulletin.com/news/contract-care-homes-mean-more-hospital-deaths-seniors-advocate/,"Aug 1, 2018",Contract care homes mean more hospital deaths: seniors advocate,"Contracted senior care homes keep up with those operated directly by B.C. health authorities in most patient satisfaction surveys, but in one area they lag behind: visits to hospital and death in hospital.That’s the finding ofa new reportby B.C. Seniors Advocate Isobel Mackenzie, the latest measure of performance of senior care.“After a careful review of multi-year data, a consistent pattern emerges that shows a demonstrably greater use of he emergency department and hospital beds by residents from contracted long-term care facilities versus residents from publicly run facilities, and a stunning 54 per cent greater likelihood that you will die in the hospital if you live in a contracted care facility versus a publicly operated facility,” Mackenzie said Wednesday.Analysis of hospital data showed that residents of contracted care homes were 32 per cent more likely to be sent to emergency, 34 per cent more likely to be admitted to hospital, spent more time in hospital and were 47 per cent more likely to be transferred to a different level of facility when released.The B.C. Care Providers’ Association, representing contracted care homes, disputed the findings. Association CEO Daniel Fontaine said the report does not determine how many of the higher rate of emergency visits were legitimate visits, and the report contains “questionable assumptions and political buzzwords, rather than independent research.”Health Minister Adrian Dix said in an interview the gap between public and private care home staffing occurred during the B.C. Liberal government, when 91 per cent of care homes didn’t meet provincial standard for direct care hours. The health care budget now includes a record increase intended to meet that standard, on average, in every health authority, he said.“I’m acting on care standards, I’m acting on more beds, I’m acting on improving supports in the community because we want fewer people going into care,” Dix said.There are 293 publicly subsidized care facilities in B.C., a third of which are directly operated by provincial health authorities. The rest are contracted with a mix of private companies and not-for-profit organizations.RELATED:Care home directory rates B.C. facilitiesPrevious studies by Mackenzie’s office have noted that contract care facilities are funded for fewer hours of direct care than public facilities, including physiotherapy, occupational and recreational therapy. They also are the subject of more complaints from residents and families.“We know that contracted facilities have more substantiated complaints and reportable incidents than public facilities,” the report states. “But in the recent province-wide satisfaction survey of all subsidized contracted and public care facilities in the province, there was no overall difference in the level of satisfaction and quality of life indicators between those facilities operated by a health authority (public) and those facilities operated by the contractors.”https://www.nanaimobulletin.com/news/contract-care-homes-mean-more-hospital-deaths-seniors-advocate/"
145,https://www.nanaimobulletin.com/news/bc-budget-new-money-helps-seniors-care-shortage/,"Feb 21, 2018",BC BUDGET: New money helps seniors’ care shortage,"The B.C. government’s commitment to raise care standards in seniors’ homes turns out to be an additional $548 million over the next three years in the NDP government’s first budget.What remains to be seen is whether that money is enough to attract and hold workers, says a leader of the union representing many employees working in residential care homes.“There is no question that we have a recruitment and retention crisis in long-term care for seniors,” said Jennifer Whiteside, secretary-business manager of the Hospital Employees Union. “For too many staff who provide this important care to seniors, the work is unstable. They are at risk of losing their jobs.”Whiteside points to Finnish Manor, a Burnaby facility where the owners laid off the entire staff of 50 last week, then contracted out the jobs with what she says are lower wages and benefits.B.C. Seniors Advocate Isobel Mackenzie does annual surveys of care home service levels. Her latest report in January found 85 per cent of B.C.’s 293 publicly funded residential care homes don’t have enough staff to provide the 3.35 hours per patient per day that the health ministry sets as a standard.Mackenzie found that facilities owned and operated by regional health authorities are generally funded to meet the care hours, as well as higher rates of therapy and more physically dependent residents than contracted operators.Mike Klassen, communications director for the B.C. Care Providers’ Association, says the additional money is “good news for B.C. seniors.” But recruiting more staff is going to be challenging, as the government’s plan to expand child care creates additional demand on the same pool of employees needed by seniors’ homes.Whiteside says care aides need higher wages as well as an expectation of stable work.Health Minister Adrian Dix says 900 additional care aides are needed to meet the care standard across the province. The additional money allows health authorities to offer full-time work to part-time and casual employees.BC legislatureSeniorshttps://www.nanaimobulletin.com/news/bc-budget-new-money-helps-seniors-care-shortage/"
